Source.Name,Parcel ID,Address,Sale Date,Sale Price,Qualified Sales,Book,Page,Acres,Tax District,yearbuilt,square_ft ,Sec/Twp/Rng,Sale  Type Alternate
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,28-1S-24-2731-000A-0050,3068 YORKTOWN CIR,1/31/2022,285000,Qualified,3602,2852,0,12,1988,1632,28-1S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-2N-25-0000-0024-006B,520 TAIL SPIN DR,1/31/2022,100,Unqualified,3604,792,0.92,1,2005,220,9-2N-25,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-4650-0000-001D,3795 HWY 98 E 1D,1/31/2022,342500,Qualified,3601,4007,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-0160-000B-0302,30 MORENO POINT RD 302B,1/31/2022,379000,Qualified,3603,4652,0,10,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-2301-0000-0L05,1322 MIRACLE STRIP PKWY L5,1/31/2022,699000,Qualified,3602,3993,0,13,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-2400-0000-B516,1110 SANTA ROSA BLVD B516,1/31/2022,213500,Unqualified,3602,4338,0,13,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,04-2S-23-1435-0001-0220,43 LAKE LORRAINE CIR,1/31/2022,636000,Qualified,3601,5005,0,12,2001,3151,4-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,29-4N-22-0000-0001-013A,6041 DONALD GUY RD,1/31/2022,100,Unqualified,3602,710,3.92,1,2002,3061,29-4N-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,30-4N-22-1100-0000-0040,3731 KITTRELL LN,1/31/2022,300000,Qualified,3601,4124,0,1,2016,1817,30-4N-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,31-3N-23-2810-0000-0080,1123 NORTHVIEW DR,1/31/2022,249900,Qualified,3604,1568,0,3,1992,1589,31-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,32-3N-25-0000-0001-0020,4635 COLE LN,1/31/2022,280000,Qualified,3602,1640,2,1,2010,2100,32-3N-25,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-1000-000A-0040,4606 CHANAN DR,1/31/2022,415000,Qualified,3602,3382,0,1,2005,2334,33-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-1001-000A-0060,2888 CHANCERY LN,1/31/2022,465000,Qualified,3602,3474,0,1,2022,2558,33-3N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-2000-0002-0050,2808 GERONIMO DR,1/31/2022,270000,Qualified,3602,3452,0,1,1995,1656,33-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-018A-000C-0020,1069 EMERALD BAY DR,1/31/2022,100,Unqualified,3603,4646,0,9,1995,2625,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-213L-0037-1089,775 GULF SHORE DR 1089,1/31/2022,315000,Qualified,3602,1878,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,24-3N-22-2550-0008-0080,4706 BOBOLINK WAY,1/31/2022,10000,Qualified,3602,953,0,1,,,24-3N-22,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,06-3N-23-0000-0010-0060,2464 KINGSTON RD,1/31/2022,185000,Qualified,3602,46,0,1,1995,1080,6-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,17-3N-23-2490-0003-018D,120 WOODRUFF AVE,1/31/2022,275000,Qualified,3602,2215,0,3,1998,2548,17-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,18-3N-23-0000-0035-0000,118 LLOYD ST S,1/31/2022,48000,Unqualified,3609,2423,1.9,3,1960,986,18-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,12-1S-23-253A-0003-0070,259 EDGE AVE,1/31/2022,228000,Qualified,3602,3840,0,8,1957,1280,12-1S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,05-2S-23-2080-0034-00E2,145 4TH AVE E2,1/31/2022,135000,Qualified,3601,4669,0,12,1973,1260,5-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,12-3N-24-1501-000C-0170,428 TRITON ST,1/31/2022,297000,Qualified,3602,4430,0,3,2019,1980,12-3N-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,12-3N-25-0000-0010-005A,SHADY GROVE RD,1/31/2022,30000,Qualified,3603,4694,1.01,1,,,12-3N-25,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,14-2S-25-2742-000B-0070,413 WOODLAND PARK CIR,1/31/2022,257500,Qualified,3602,4735,0,21,1987,1389,14-2S-25,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,15-2S-25-1000-000J-0060,711 MARSH HARBOR DR,1/31/2022,100,Unqualified,3603,1302,0,21,2004,1620,15-2S-25,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,27-1S-22-2409-0000-0470,4350 SUNSET BEACH CIR,1/31/2022,100,Unqualified,3601,4240,0,14,1993,2329,27-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-1926-0000-0101,725 GULF SHORE DR 101B,1/31/2022,810000,Qualified,3602,1906,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-2033-0004-4030,1002 HWY 98 E 403,1/31/2022,455000,Qualified,3602,969,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-3090-000F-0070,811 WILD OAK AVE,1/31/2022,100,Unqualified,3602,4112,0,10,1985,2047,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-4200-00K6-0000,940 HWY 98 E 72,1/31/2022,437500,Qualified,3602,959,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-2700-0000-2010,150 GULF SHORE DR 201,1/31/2022,1200000,Qualified,3602,964,0,10,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,01-2S-24-1120-002A-0010,99 DOODLE AVE,1/31/2022,395000,Qualified,3602,4032,0,12,2022,2524,1-2S-24,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,01-3N-23-1100-000C-0180,5731 MARIGOLD LOOP,1/31/2022,295000,Qualified,3602,96,0,1,2021,1830,1-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-0072-0000-0160,52 TRANQUILITY LN,1/31/2022,2000000,Qualified,3603,375,0,10,2005,4339,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,07-1S-22-2680-0002-0050,793 JOHN SIMS PKWY,1/31/2022,100,Unqualified,3611,1997,0,6,1950,4905,7-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,05-2S-23-2100-0000-0620,2907 FIVE OAKS LN,1/31/2022,365000,Qualified,3602,2803,0,12,2011,1970,5-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-5N-22-0000-0004-004A,STEEL MILL CREEK RD,1/31/2022,84000,Qualified,3601,4271,13.96,17,,,9-5N-22,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,11-1S-22-4000-0000-1000,617 CHAMOMILE CT,1/31/2022,125000,Unqualified,3602,1298,0,6,2022,2998,11-1S-22,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,34-1S-24-0000-0039-0090,332 SCHNEIDER DR,1/31/2022,50000,Unqualified,3603,4734,0,12,1979,910,34-1S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,04-2S-23-1435-0001-0760,4 LAKE LORRAINE CIR,1/31/2022,100,Unqualified,3603,2611,0,12,1980,2787,4-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,05-2S-23-2080-0015-0150,13 9TH ST,1/31/2022,100,Unqualified,3603,2608,0,12,1971,1313,5-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-2S-24-1222-000B-0160,1641 FLORENCE AVE,1/31/2022,365000,Qualified,3603,453,0,12,1998,2002,9-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-3N-23-1030-000I-0160,209 WAINWRIGHT DR,1/31/2022,28000,Unqualified,3602,4139,0,3,2021,2018,9-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-3N-23-1030-000I-0160,209 WAINWRIGHT DR,1/31/2022,306900,Qualified,3602,4143,0,3,2021,2018,9-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,10-2N-25-0000-0005-0050,BROXSON RD,1/31/2022,130000,Qualified,3603,1950,13.18,1,,,10-2N-25,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,11-1S-22-5000-0000-0310,163 CARAWAY DR,1/31/2022,151000,Qualified,3602,759,0,6,,,11-1S-22,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,12-1S-23-253B-0001-0060,312 GLEN AVE,1/31/2022,380300,Qualified,3602,2390,0,8,2012,1880,12-1S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-0515-0000-1190,4602 NAUTICAL CT,1/31/2022,100,Unqualified,3602,966,0,9,2017,3555,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-2033-0007-7060,1002 HWY 98 E 706,1/31/2022,312200,Unqualified,3602,4335,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-2063-0000-0320,253 CHAMPION CT,1/31/2022,375000,Qualified,3602,1022,0,9,,,00-2S-22,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-3738-0009-0030,3695 SCENIC HWY 98 903,1/31/2022,670000,Qualified,3602,2404,0,10,2004,1850,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-2303-0000-0405,1326 MIRACLE STRIP PKWY 405,1/31/2022,650000,Qualified,3602,288,0,13,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,13-2S-24-0819-0000-001G,132 ELM AVE 1G,1/31/2022,165900,Qualified,3604,245,0,4,,,13-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,13-2S-24-1223-000B-0102,17 SHELL AVE B-2,1/31/2022,204000,Qualified,3601,4303,0,4,,,13-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,27-4N-22-0010-0000-0530,JOHN NIX RD,1/31/2022,42000,Qualified,3603,239,0,1,,,27-4N-22,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,29-4N-22-0000-0001-0170,DONALD GUY RD,1/31/2022,100,Unqualified,3602,710,1.76,1,,,29-4N-22,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-1001-000A-0070,2886 CHANCERY LN,1/31/2022,439900,Qualified,3602,316,0,1,2022,2439,33-3N-23,Land Only
